Date,Open,High,Low,Close,Adj Close,Volume
2015-06-12,113.059998,113.500000,112.959999,113.230003,113.230003,2998500
2015-06-15,113.279999,114.150002,113.209999,113.730003,113.730003,5055100
2015-06-16,113.080002,113.449997,112.790001,113.320000,113.320000,4033300
2015-06-17,113.070000,114.040001,112.629997,113.849998,113.849998,6456000
2015-06-18,115.190002,115.610001,114.889999,115.320000,115.320000,8041300
2015-06-19,115.339996,115.459999,114.949997,115.120003,115.120003,4611600
2015-06-22,113.790001,113.940002,113.339996,113.639999,113.639999,5763700
2015-06-23,112.959999,113.169998,112.790001,112.889999,112.889999,4522800
2015-06-24,112.480003,112.739998,112.309998,112.589996,112.589996,2975500
2015-06-25,112.430000,112.709999,112.320000,112.440002,112.440002,2904700
2015-06-26,112.199997,112.680000,112.129997,112.559998,112.559998,4392600
2015-06-29,112.809998,113.230003,112.529999,113.070000,113.070000,5820200
2015-06-30,112.239998,113.050003,111.839996,112.370003,112.370003,7897000
2015-07-01,112.120003,112.510002,111.940002,111.980003,111.980003,4409000
2015-07-02,111.660004,111.839996,111.410004,111.760002,111.760002,3838600
2015-07-06,111.709999,112.580002,111.629997,112.059998,112.059998,4259800
2015-07-07,111.080002,111.139999,110.050003,110.760002,110.760002,9073400
2015-07-08,111.379997,111.650002,111.080002,111.089996,111.089996,5694900
2015-07-09,111.800003,111.930000,111.150002,111.360001,111.360001,3802900
2015-07-10,111.180000,111.709999,111.029999,111.489998,111.489998,3594900
2015-07-13,110.430000,111.139999,110.360001,110.989998,110.989998,4279300
2015-07-14,111.000000,111.080002,110.629997,110.739998,110.739998,2601000
2015-07-15,110.000000,110.190002,109.580002,110.160004,110.160004,9286200
2015-07-16,109.669998,110.010002,109.599998,109.760002,109.760002,4629700
2015-07-17,109.110001,109.160004,108.400002,108.650002,108.650002,14858300
2015-07-20,106.599998,106.650002,105.620003,105.699997,105.699997,15751700
2015-07-21,105.809998,106.320000,105.250000,105.370003,105.370003,10519800
2015-07-22,104.389999,105.089996,104.180000,104.800003,104.800003,8349200
2015-07-23,104.980003,105.300003,104.199997,104.330002,104.330002,5779300
2015-07-24,103.610001,105.589996,103.430000,105.349998,105.349998,11572700
2015-07-27,104.940002,105.680000,104.660004,104.860001,104.860001,10690100
2015-07-28,105.089996,105.330002,104.830002,105.019997,105.019997,5549200
2015-07-29,104.930000,105.629997,104.489998,105.169998,105.169998,5616900
2015-07-30,104.029999,104.970001,103.860001,104.269997,104.269997,6652000
2015-07-31,105.410004,105.750000,104.690002,104.930000,104.930000,6689200
2015-08-03,104.589996,104.820000,104.050003,104.099998,104.099998,3528600
2015-08-04,104.559998,104.750000,103.949997,104.309998,104.309998,3241000
2015-08-05,104.419998,104.500000,103.779999,103.930000,103.930000,5041000
2015-08-06,104.150002,104.860001,104.139999,104.389999,104.389999,3908100
2015-08-07,104.559998,105.379997,104.550003,104.650002,104.650002,4400900
2015-08-10,105.029999,106.269997,104.919998,105.720001,105.720001,5892600
2015-08-11,106.489998,106.629997,105.769997,106.260002,106.260002,4060900
2015-08-12,106.989998,107.910004,106.930000,107.750000,107.750000,10022500
2015-08-13,106.949997,107.180000,106.709999,106.860001,106.860001,4761700
2015-08-14,107.070000,107.410004,106.540001,106.849998,106.849998,3509200
2015-08-17,107.370003,107.510002,107.000000,107.129997,107.129997,5769100
2015-08-18,106.669998,107.330002,106.309998,107.110001,107.110001,4121800
2015-08-19,107.629997,108.669998,107.629997,108.550003,108.550003,7035100
2015-08-20,109.809998,110.610001,109.699997,110.440002,110.440002,12549000
2015-08-21,110.930000,111.330002,110.120003,111.129997,111.129997,13917600
2015-08-24,111.540001,112.120003,109.769997,110.529999,110.529999,18388700
2015-08-25,110.010002,110.050003,108.720001,109.160004,109.160004,9974200
2015-08-26,107.720001,108.059998,107.080002,107.669998,107.669998,10856600
2015-08-27,107.330002,108.040001,107.110001,107.730003,107.730003,8102100
