Date,Open,High,Low,Close,Adj Close,Volume
2015-06-12,123.257469,123.392075,122.219017,127.169998,122.276718,36886200
2015-06-15,121.247879,122.344017,120.872894,126.919998,122.036331,43988900
2015-06-16,122.142097,122.930550,121.507507,127.599998,122.690170,31494100
2015-06-17,122.805557,122.959381,121.863258,127.300003,122.401711,32918100
2015-06-18,122.334404,123.372849,122.324791,127.879997,122.959381,35407200
2015-06-19,122.795937,122.901688,121.536339,126.599998,121.728645,54716900
2015-06-22,122.584396,123.132469,122.190170,127.610001,122.699783,34039300
2015-06-23,122.574776,122.699783,121.997871,127.029999,122.142097,30268900
2015-06-24,122.315186,124.805519,122.228645,128.110001,123.180542,55280900
2015-06-25,123.901695,124.228600,122.594009,127.500000,122.594009,31938100
2015-06-26,122.757477,123.065163,121.642113,126.750000,121.872871,44066800
2015-06-29,120.632507,121.603653,119.690216,124.529999,119.738281,49161400
2015-06-30,120.738274,121.267120,120.055603,125.430000,120.603661,44370700
2015-07-01,122.017113,122.055557,121.142120,126.599998,121.728645,30238800
2015-07-02,121.565186,121.815186,120.930573,126.440002,121.574791,27211000
2015-07-06,120.132515,121.372887,120.045982,126.000000,121.151733,28060400
2015-07-07,121.045967,121.295952,119.007523,125.690002,120.853661,46946800
2015-07-08,119.690216,119.844063,117.824867,122.570000,117.853714,60761600
2015-07-09,119.084457,119.286377,114.632614,120.070000,115.449913,77821600
2015-07-10,117.247940,119.084457,116.546036,123.279999,118.536392,61354500
2015-07-13,120.219055,120.920967,119.536369,125.660004,120.824814,41440500
2015-07-14,121.190201,121.507507,120.228668,125.610001,120.776733,31768100
2015-07-15,120.882507,122.257484,120.747894,126.820000,121.940178,33649200
2015-07-16,122.824791,123.622841,122.449791,128.509995,123.565155,36222400
2015-07-17,124.113228,124.632431,123.372849,129.619995,124.632431,46164700
2015-07-20,125.930496,127.853546,125.670876,132.070007,126.988190,58900200
2015-07-21,127.738174,127.805450,125.305496,130.750000,125.718956,76756400
2015-07-22,117.296028,120.670967,117.296028,125.220001,120.401741,115450600
2015-07-23,121.344032,122.199776,120.247894,125.160004,120.344048,50999500
2015-07-24,120.497894,120.901741,119.132538,124.500000,119.709450,42162300
2015-07-27,118.353699,118.853699,117.421028,122.769997,118.046013,44455500
2015-07-28,118.632545,119.142159,117.834473,123.379997,118.632545,33618100
2015-07-29,118.411392,118.747925,117.565247,122.989998,118.257545,37011700
2015-07-30,117.613335,117.853714,117.026802,122.370003,117.661407,33628300
2015-07-31,117.882553,117.921021,116.257584,121.300003,116.632576,42885000
2015-08-03,116.824883,117.853714,112.998032,118.440002,113.882622,69976000
2015-08-04,112.901878,113.171097,108.892334,114.639999,110.228844,124138600
2015-08-05,108.603874,112.921104,107.786575,115.400002,110.959602,99312600
2015-08-06,112.012421,112.524307,110.225540,115.129997,111.201065,52903000
2015-08-07,110.669838,112.282845,110.592567,115.519997,111.577766,38670400
2015-08-10,112.553299,115.895218,112.553299,119.720001,115.634430,54951600
2015-08-11,113.789604,114.146988,109.462494,113.489998,109.617027,97082800
2015-08-12,108.689804,111.481171,105.888756,115.239998,111.307312,101217500
2015-08-13,112.080017,112.427742,110.631210,115.150002,111.220390,48535800
2015-08-14,110.418716,112.340797,110.119286,115.959999,112.002739,42929500
2015-08-17,112.080017,113.635071,111.558449,117.160004,113.161804,40884700
2015-08-18,112.456703,113.432236,112.051033,116.500000,112.524307,34560700
2015-08-19,112.137962,112.543617,110.766426,115.010002,111.085167,47445700
2015-08-20,110.186905,110.447685,107.820511,112.650002,108.805702,68501600
2015-08-21,106.661469,108.081299,102.044579,105.760002,102.150833,128275500
2015-08-24,91.632477,105.087090,88.860397,103.120003,99.600937,162206300
2015-08-25,107.318245,107.318245,99.967949,103.739998,100.199760,103601600
2015-08-26,103.435432,106.139893,101.465057,109.690002,105.946716,96774600
2015-08-27,108.400040,109.375565,106.265457,112.919998,109.066490,84616100
2015-08-28,108.342094,109.443176,107.733589,113.290001,109.423859,53164400
2015-08-31,108.206863,110.621544,108.177887,112.760002,108.911949,56229300
2015-09-01,106.391014,108.061974,103.696220,107.720001,104.043945,76845900
2015-09-02,106.468285,108.506271,105.405815,112.339996,108.506271,61888800
2015-09-03,108.651161,108.931267,106.284782,110.370003,106.603508,53233900
2015-09-04,105.251282,106.680779,104.806984,109.269997,105.541046,49996300
2015-09-08,107.936417,108.718765,106.555214,112.309998,108.477303,54843600
2015-09-09,109.877823,110.128937,106.023987,110.150002,106.391014,85010800
2015-09-10,106.506912,109.414200,106.149551,112.570000,108.728416,62892800
2015-09-11,107.975052,110.312462,107.946083,114.209999,110.312462,49915500
2015-09-14,112.601585,112.901016,110.940285,115.309998,111.374916,58363400
